일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금
"2020/05/27","68460","-950","-1.37","69200","69200","68130","10900","745539050"
"2020/05/26","69410","-290","-0.42","69730","69730","69310","3959","275627860"
"2020/05/25","69700","500","0.72","69330","69700","69330","5464","380041820"
"2020/05/22","69200","-40","-0.06","69130","69280","68860","1416","97857430"
"2020/05/21","69240","20","0.03","69600","69630","69200","2051","142379120"
"2020/05/20","69220","630","0.92","69240","69550","69060","3677","255129480"
"2020/05/19","68590","-1310","-1.87","68540","68880","68080","2974","203852680"
"2020/05/18","69900","1130","1.64","69870","69980","69670","1609","112425800"
"2020/05/15","68770","1050","1.55","68410","68800","68310","2004","137335900"
"2020/05/14","67720","670","1.00","67500","68000","67500","1364","92434670"
"2020/05/13","67050","-320","-0.47","67520","67710","67050","6166","415228900"
"2020/05/12","67370","230","0.34","66810","67470","66800","3482","234034330"
"2020/05/11","67140","-370","-0.55","67400","67400","66950","4738","317967860"
"2020/05/08","67510","770","1.15","67770","67770","67500","4514","304973070"
"2020/05/07","66740","-660","-0.98","67200","67200","66740","12367","828676560"
"2020/05/06","67400","-600","-0.88","67500","67600","67250","6039","406953480"
"2020/05/04","68000","500","0.74","67500","68000","67030","3525","237512410"
"2020/04/29","67500","10","0.01","67500","67670","67450","4255","287396940"
"2020/04/28","67490","-910","-1.33","68380","68380","67150","6940","468754450"
"2020/04/27","68400","-390","-0.57","68790","68800","68400","3698","253900670"
"2020/04/24","68790","570","0.84","69980","69990","68600","3390","233495750"
"2020/04/23","68220","1000","1.49","68100","68400","68000","5330","363790160"
"2020/04/22","67220","190","0.28","66700","67700","66700","3641","245532050"
"2020/04/21","67030","790","1.19","66400","67500","66400","3484","233292880"
"2020/04/20","66240","-60","-0.09","66300","66300","65550","6496","428008830"
"2020/04/17","66300","-1730","-2.54","69500","69990","66010","15422","1036010820"
"2020/04/16","68030","230","0.34","68000","68850","67610","4323","294933820"
"2020/04/14","67800","1200","1.80","67440","68400","67400","7264","492674720"
"2020/04/13","66600","800","1.22","67440","67440","66300","2786","186305500"
"2020/04/10","65800","1200","1.86","66000","66650","65000","4406","290769470"
"2020/04/09","64600","70","0.11","65300","65300","64300","1827","117934110"
"2020/04/08","64530","-760","-1.16","65250","65290","64530","2870","186059350"
"2020/04/07","65290","1190","1.86","64800","65470","64800","3688","240247390"
"2020/04/06","64100","0","0.00","64600","64600","64100","2452","157288940"
"2020/04/03","64100","820","1.30","64000","64290","63500","2812","180031610"
"2020/04/02","63280","270","0.43","64440","64440","63080","2031","128643870"
"2020/04/01","63010","-840","-1.32","61830","63650","61830","7876","493440340"
"2020/03/31","63850","-250","-0.39","63970","64050","63760","6859","438685290"
"2020/03/30","64100","180","0.28","64350","64750","64100","2345","151217900"
"2020/03/27","63920","440","0.69","65470","65470","63700","3732","238383130"
"2020/03/26","63480","-780","-1.21","64260","64260","63480","5390","344035360"
"2020/03/25","64260","1060","1.68","65500","65500","63850","11236","725797680"
"2020/03/24","63200","2210","3.62","61400","64010","61400","5020","319389480"
"2020/03/23","60990","1160","1.94","60990","61550","60360","5456","333466620"
"2020/03/20","59830","-280","-0.47","59930","60040","59100","5923","353733330"
"2020/03/19","60110","-590","-0.97","60700","61700","60100","8348","505308700"
"2020/03/18","60700","1100","1.85","61010","61100","60530","3786","230621850"
"2020/03/17","59600","-1350","-2.21","60500","60500","59510","7200","431450400"
"2020/03/16","60950","-1170","-1.88","60000","61000","59200","5418","327105810"
"2020/03/13","62120","-920","-1.46","61200","62900","61000","7509","463445410"
"2020/03/12","63040","-790","-1.24","63200","63310","62500","5076","320350200"
"2020/03/11","63830","380","0.60","63440","63860","62930","2532","160247750"
"2020/03/10","63450","-550","-0.86","64000","64950","63200","6048","388283870"
"2020/03/09","64000","120","0.19","64010","65800","63500","4814","311397480"
"2020/03/06","63880","1680","2.70","63840","63900","62780","3885","247640070"
"2020/03/05","62200","-210","-0.34","62410","62450","62100","3560","221574670"
"2020/03/04","62410","1290","2.11","62590","62750","62270","2426","151692870"
"2020/03/03","61120","-80","-0.13","62000","62000","60700","4447","271099790"
"2020/03/02","61200","-1900","-3.01","62000","62000","60200","6813","417853830"
"2020/02/28","63100","-120","-0.19","63600","63600","63100","4236","267553670"
"2020/02/27","63220","-30","-0.05","63600","63840","63100","4697","297922270"
"2020/02/26","63250","50","0.08","64680","64680","63100","7126","452219720"
"2020/02/25","63200","-1300","-2.02","64990","64990","63190","15337","971811970"
"2020/02/24","64500","1850","2.95","64000","65000","64000","7761","501889980"
"2020/02/21","62650","1200","1.95","62420","62710","62320","7926","495776050"
"2020/02/20","61450","1450","2.42","61280","61900","61000","4068","250096800"
"2020/02/19","60000","-500","-0.83","60980","61260","60000","19422","1185898370"
"2020/02/18","60500","390","0.65","60360","60550","60360","2908","175914630"
"2020/02/17","60110","60","0.10","60100","60380","59950","1980","119230070"
"2020/02/14","60050","240","0.40","59930","60190","59900","1342","80522910"
"2020/02/13","59810","500","0.84","59820","59950","59640","1432","85529900"
"2020/02/12","59310","-290","-0.49","59600","59820","59310","1016","60525060"
"2020/02/11","59600","-340","-0.57","60000","60070","59600","2723","163172020"
"2020/02/10","59940","260","0.44","60500","60550","59870","3194","191978930"
"2020/02/07","59680","630","1.07","59150","59930","59150","1464","87609330"
"2020/02/06","59050","-520","-0.87","59570","59570","58950","2706","160074340"
"2020/02/05","59570","-590","-0.98","59100","59750","58990","3649","216579650"
"2020/02/04","60160","-410","-0.68","60220","60550","59600","3863","232175670"
"2020/02/03","60570","330","0.55","61020","61020","60500","7299","443460620"
"2020/01/31","60240","240","0.40","60580","60580","59850","5405","324501610"
"2020/01/30","60000","800","1.35","60900","60900","59900","7837","470632480"
"2020/01/29","59200","-510","-0.85","59700","59700","59200","2695","160063610"
"2020/01/28","59710","980","1.67","59840","59990","59700","4454","266355950"
"2020/01/23","58730","390","0.67","58570","58910","58570","1431","83974910"
"2020/01/22","58340","-510","-0.87","58790","58790","58200","1888","110507760"
"2020/01/21","58850","500","0.86","58580","58880","58450","2893","169782320"
"2020/01/20","58350","280","0.48","58410","58410","58250","660","38524870"
"2020/01/17","58070","50","0.09","58230","58230","57970","458","26581510"
"2020/01/16","58020","30","0.05","58270","58440","58020","1490","86814370"
"2020/01/15","57990","390","0.68","57850","58210","57850","1361","78984680"
"2020/01/14","57600","-410","-0.71","57590","57600","57190","2732","156584280"
"2020/01/13","58010","10","0.02","58420","58420","58000","1443","84156680"
"2020/01/10","58000","-50","-0.09","58240","58250","57880","2135","123992390"
"2020/01/09","58050","-1970","-3.28","60000","60000","58030","6539","381015360"
"2020/01/08","60020","1020","1.73","59600","61200","59600","7711","465154560"
"2020/01/07","59000","-490","-0.82","59050","59060","58460","11338","665066910"
"2020/01/06","59490","1460","2.52","59000","59570","59000","10349","614379760"
"2020/01/03","58030","1010","1.77","57330","58090","57330","3116","179044870"
"2020/01/02","57020","370","0.65","56960","57050","56900","2215","126182060"
