일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금
"2021/06/03","68250","210","0.31","68420","68420","68250","2964","202677120"
"2021/06/02","68040","-490","-0.72","68300","68300","68020","5828","396892810"
"2021/06/01","68530","-150","-0.22","68700","68720","68290","5818","398107880"
"2021/05/31","68680","460","0.67","69100","69100","68560","6593","453344160"
"2021/05/28","68220","-460","-0.67","68700","68800","68200","3628","248591310"
"2021/05/27","68680","-150","-0.22","68820","68820","68500","5294","363026510"
"2021/05/26","68830","610","0.89","69200","69200","68830","7642","527042250"
"2021/05/25","68220","-580","-0.84","68750","68750","68000","4434","303246260"
"2021/05/24","68800","350","0.51","69020","69030","68800","6014","414481490"
"2021/05/21","68450","-310","-0.45","68670","68670","68170","7224","493919310"
"2021/05/20","68760","260","0.38","68700","68780","68500","9075","622133950"
"2021/05/18","68500","550","0.81","68590","69190","68370","5985","411339010"
"2021/05/17","67950","1250","1.87","66750","68010","66750","7222","488595830"
"2021/05/14","66700","250","0.38","66990","66990","66490","2316","154404740"
"2021/05/13","66450","-120","-0.18","66510","66600","66390","3468","230524190"
"2021/05/12","66570","100","0.15","66500","66680","66270","2246","149381440"
"2021/05/11","66470","270","0.41","66400","66520","66200","4191","278351510"
"2021/05/10","66200","220","0.33","66480","66480","65990","6352","419601070"
"2021/05/07","65980","760","1.17","65710","66000","65680","3131","206272410"
"2021/05/06","65220","270","0.42","65200","65220","64880","1636","106495560"
"2021/05/04","64950","550","0.85","64870","65100","64680","5746","373051680"
"2021/05/03","64400","740","1.16","64200","64490","64040","2377","152627500"
"2021/04/30","63660","-190","-0.30","63830","63830","63500","2056","130775920"
"2021/04/29","63850","-40","-0.06","63910","64300","63850","1094","70002480"
"2021/04/28","63890","-400","-0.62","64280","64280","63810","2561","163690100"
"2021/04/27","64290","-70","-0.11","64300","64370","64230","3041","195538260"
"2021/04/26","64360","-440","-0.68","64490","64500","64360","4244","273492800"
"2021/04/23","64800","0","0.00","65000","65000","64700","5698","369953990"
"2021/04/22","64800","200","0.31","65000","65000","64800","3405","221034510"
"2021/04/21","64600","560","0.87","64490","64680","64210","3229","208304400"
"2021/04/20","64040","-300","-0.47","64340","64420","63900","3347","214877580"
"2021/04/19","64340","610","0.96","64210","64490","64210","3101","199685070"
"2021/04/16","63730","530","0.84","63750","63900","63670","3534","225417770"
"2021/04/15","63200","-80","-0.13","63270","63270","62980","3050","192364170"
"2021/04/14","63280","180","0.29","63900","63900","63240","2072","131530170"
"2021/04/13","63100","-320","-0.50","63420","63420","62800","6093","385019300"
"2021/04/12","63420","-70","-0.11","63490","63490","63240","2442","154843250"
"2021/04/09","63490","280","0.44","63250","63580","63220","2861","181502680"
"2021/04/08","63210","360","0.57","63350","63350","63020","2133","134797110"
"2021/04/07","62850","-320","-0.51","63200","63200","62850","3645","229480180"
"2021/04/06","63170","-50","-0.08","63230","63500","63010","63667","3933829010"
"2021/04/05","63220","-90","-0.14","63310","63460","63120","2061","130511270"
"2021/04/02","63310","60","0.09","63630","63970","63190","2521","159819290"
"2021/04/01","63250","590","0.94","62690","63870","62680","1985","126017800"
"2021/03/31","62660","-480","-0.76","63000","63000","62600","4565","286233370"
"2021/03/30","63140","-410","-0.65","63500","63500","62950","4208","265833480"
"2021/03/29","63550","-50","-0.08","63650","63750","63550","1878","119497420"
"2021/03/26","63600","-250","-0.39","63850","63900","63480","3150","200724340"
"2021/03/25","63850","180","0.28","63700","64330","63670","2221","141883830"
"2021/03/24","63670","150","0.24","63520","64000","63500","2398","153108170"
"2021/03/23","63520","-40","-0.06","63570","63960","63520","2109","134210820"
"2021/03/22","63560","-310","-0.49","63860","63860","63560","2747","175206720"
"2021/03/19","63870","-160","-0.25","64030","64030","63700","2515","160509520"
"2021/03/18","64030","160","0.25","63870","64150","63840","853","54494530"
"2021/03/17","63870","190","0.30","64000","64130","63720","879","56101330"
"2021/03/16","63680","-20","-0.03","63750","64230","63480","2665","170646560"
"2021/03/15","63700","150","0.24","64200","64230","63650","1778","113789420"
"2021/03/12","63550","-840","-1.30","64380","64380","63400","3540","225203380"
"2021/03/11","64390","690","1.08","63750","64520","63750","4634","296662090"
"2021/03/10","63700","760","1.21","63800","63850","63500","2586","164837860"
"2021/03/09","62940","10","0.02","63050","63050","62420","4029","252037250"
"2021/03/08","62930","540","0.87","62390","63270","62390","3125","197184850"
"2021/03/05","62390","-590","-0.94","62640","62650","62250","14784","923447530"
"2021/03/04","62980","-610","-0.96","63550","63550","62510","11239","707745310"
"2021/03/03","63590","490","0.78","63790","63830","63390","19657","1256848320"
"2021/03/02","63100","-1200","-1.87","62820","63100","62510","13304","834787090"
"2021/02/26","64300","-580","-0.89","64530","64720","64270","6124","395209600"
"2021/02/25","64880","-420","-0.64","65300","65300","64760","3518","228241550"
"2021/02/24","65300","-30","-0.05","65490","65490","65000","1852","120823020"
"2021/02/23","65330","900","1.40","65100","65500","65100","4548","297320990"
"2021/02/22","64430","420","0.66","64360","64500","64170","4343","279512820"
"2021/02/19","64010","-180","-0.28","64190","64190","63620","4992","318902400"
"2021/02/18","64190","-370","-0.57","64560","64560","63930","8204","526149930"
"2021/02/17","64560","-590","-0.91","65000","65150","64560","6000","388040570"
"2021/02/16","65150","-350","-0.53","65600","65600","65150","7996","522169970"
"2021/02/15","65500","-850","-1.28","66340","66340","65300","6199","406808770"
"2021/02/10","66350","-250","-0.38","66600","66690","66350","2541","169101640"
"2021/02/09","66600","700","1.06","66500","66900","66400","3606","240121240"
"2021/02/08","65900","40","0.06","65910","66330","65870","14238","945495540"
"2021/02/05","65860","-290","-0.44","66150","66150","65280","4661","306986240"
"2021/02/04","66150","-730","-1.09","66710","66830","66150","6838","454716420"
"2021/02/03","66880","-670","-0.99","67550","67550","66790","3731","249508170"
"2021/02/02","67550","50","0.07","67500","67730","67500","3303","223318770"
"2021/02/01","67500","500","0.75","67450","67700","67150","14028","936362140"
"2021/01/29","67000","320","0.48","66680","67000","66680","3178","212285780"
"2021/01/28","66680","330","0.50","66340","66680","66300","2811","186638290"
"2021/01/27","66350","-280","-0.42","66260","66370","66160","6934","459728090"
"2021/01/26","66630","380","0.57","66250","66650","66250","8204","544930820"
"2021/01/25","66250","-400","-0.60","66760","66760","66190","4858","322536300"
"2021/01/22","66650","-150","-0.22","67020","67020","66580","3623","241952580"
"2021/01/21","66800","610","0.92","66230","67130","66230","2040","136401940"
"2021/01/20","66190","-190","-0.29","66940","67040","66150","9640","639322960"
"2021/01/19","66380","0","0.00","66940","67350","66380","4831","322803960"
"2021/01/18","66380","-1140","-1.69","66410","66890","66040","5378","357172110"
"2021/01/15","67520","530","0.79","67490","67820","66880","3738","251694670"
"2021/01/14","66990","-460","-0.68","67500","67500","66950","4560","306278600"
"2021/01/13","67450","-250","-0.37","67890","68010","66790","6716","453599020"
"2021/01/12","67700","200","0.30","67500","67700","67250","6355","429135430"
"2021/01/11","67500","-1480","-2.15","66500","68000","66450","26446","1782768390"
"2021/01/08","68980","250","0.36","68900","69600","68730","3542","244280740"
"2021/01/07","68730","-270","-0.39","68990","68990","68000","3922","268327740"
"2021/01/06","69000","400","0.58","69160","69290","68630","7049","486525890"
"2021/01/05","68600","1090","1.61","68670","68700","68500","5627","386132850"
"2021/01/04","67510","1230","1.86","67570","67640","67440","4950","334368260"
"2020/12/30","66280","-470","-0.70","66750","66820","66280","5476","364617090"
"2020/12/29","66750","-490","-0.73","67000","67000","66700","4621","309027010"
"2020/12/28","67240","30","0.04","67210","67830","67210","3397","229487040"
"2020/12/24","67210","250","0.37","66960","67430","66960","3988","268300300"
"2020/12/23","66960","-550","-0.81","67250","67310","66920","2386","159961980"
"2020/12/22","67510","-670","-0.98","68200","68200","67400","14557","988434940"
"2020/12/21","68180","980","1.46","67440","68180","67400","16009","1087296870"
"2020/12/18","67200","1040","1.57","66950","67410","66800","13331","893682450"
"2020/12/17","66160","430","0.65","66160","66220","65900","2400","158623440"
"2020/12/16","65730","780","1.20","65150","65730","65150","1582","103659730"
"2020/12/15","64950","-50","-0.08","65200","65200","64670","4736","306857120"
"2020/12/14","65000","340","0.53","65050","65060","64900","2137","138862510"
"2020/12/11","64660","-140","-0.22","64800","64940","64660","3147","203948770"
"2020/12/10","64800","-380","-0.58","65120","65120","64350","1744","112907520"
"2020/12/09","65180","-460","-0.70","65920","65930","65180","2335","152879970"
"2020/12/08","65640","1240","1.93","65140","65700","65140","3507","229527150"
"2020/12/07","64400","-200","-0.31","64600","64600","64190","2266","145935570"
"2020/12/04","64600","-400","-0.62","65030","65190","64410","2212","143628480"
"2020/12/03","65000","410","0.63","65300","65300","64790","2356","153118580"
"2020/12/02","64590","690","1.08","64580","64940","64510","3414","221118950"
"2020/12/01","63900","750","1.19","63300","63990","63300","6053","385449980"
"2020/11/30","63150","-1550","-2.40","64120","64120","63140","6702","425207270"
"2020/11/27","64700","0","0.00","64730","65120","64500","2844","184304800"
"2020/11/26","64700","100","0.15","64600","64910","64600","4357","282067030"
"2020/11/25","64600","-1300","-1.97","65000","65000","64250","5773","372707570"
"2020/11/24","65900","-1790","-2.64","67250","67250","65520","5184","341651310"
"2020/11/23","67690","420","0.62","67280","67900","67280","1911","129038120"
"2020/11/20","67270","40","0.06","67200","67300","67030","1673","112332850"
"2020/11/19","67230","-60","-0.09","67290","67490","67230","1183","79638180"
"2020/11/18","67290","-370","-0.55","67700","67730","67210","2125","143277170"
"2020/11/17","67660","-340","-0.50","68150","68150","67530","1977","133900820"
"2020/11/16","68000","230","0.34","67770","68170","67700","1865","126823180"
"2020/11/13","67770","-30","-0.04","67970","68060","67390","1015","68864300"
"2020/11/12","67800","-50","-0.07","67520","67800","67250","1573","106050470"
"2020/11/11","67850","-250","-0.37","68050","68060","67710","3875","263319160"
"2020/11/10","68100","-2670","-3.77","67950","68250","67700","4885","331730790"
"2020/11/09","70770","270","0.38","70600","71180","70400","2750","194308040"
"2020/11/06","70500","670","0.96","71040","71040","70440","2724","192847340"
"2020/11/05","69830","0","0.00","69830","69990","69480","1190","83150820"
"2020/11/04","69830","260","0.37","70200","70210","69800","2001","139982060"
"2020/11/03","69570","410","0.59","69290","69690","69290","1305","90702500"
"2020/11/02","69160","570","0.83","69150","69160","68950","1712","118252340"
"2020/10/30","68590","-600","-0.87","68700","68700","68420","2316","158728670"
"2020/10/29","69190","-620","-0.89","69000","69280","68900","2184","150675320"
"2020/10/28","69810","300","0.43","69700","69810","69490","1794","124829280"
"2020/10/27","69510","180","0.26","69350","69950","69350","3423","239040680"
"2020/10/26","69330","-650","-0.93","69810","69810","69300","3622","251879060"
"2020/10/23","69980","-270","-0.38","70000","70160","69980","1630","114126820"
"2020/10/22","70250","-30","-0.04","70310","70730","70240","2215","155770730"
"2020/10/21","70280","-80","-0.11","70820","70820","70250","2762","194291630"
"2020/10/20","70360","-170","-0.24","70690","70690","70170","1330","93581690"
"2020/10/19","70530","-270","-0.38","70730","70730","70200","1463","102965340"
"2020/10/16","70800","350","0.50","70450","70990","70450","1362","96591140"
"2020/10/15","70450","-40","-0.06","70500","70650","70400","1306","92012290"
"2020/10/14","70490","-980","-1.37","70780","70780","70200","3346","235609910"
"2020/10/13","71470","-200","-0.28","72000","72000","71100","2495","178276300"
"2020/10/12","71670","970","1.37","72070","72070","71360","1695","121187000"
"2020/10/08","70700","-400","-0.56","71000","71050","70700","1413","100130350"
"2020/10/07","71100","-1000","-1.39","71800","71800","70850","2863","204163800"
"2020/10/06","72100","970","1.36","71120","72300","71120","3876","278628450"
"2020/10/05","71130","0","0.00","71560","72220","71130","2329","166894680"
"2020/09/29","71130","480","0.68","71200","71540","71100","2281","162726680"
"2020/09/28","70650","-210","-0.30","70860","70860","70430","3085","218129710"
"2020/09/25","70860","660","0.94","70350","70950","70350","3724","262964670"
"2020/09/24","70200","-820","-1.15","70300","70450","69710","3787","265412030"
"2020/09/23","71020","-980","-1.36","71980","71980","70650","2955","210856230"
"2020/09/22","72000","-1000","-1.37","73000","73000","71710","4583","330052900"
"2020/09/21","73000","-240","-0.33","73240","73870","73000","2551","186981110"
"2020/09/18","73240","-760","-1.03","73900","74000","73100","3671","269714900"
"2020/09/17","74000","-650","-0.87","74650","74650","74000","1370","101710120"
"2020/09/16","74650","-230","-0.31","75100","75100","74450","1825","136408810"
"2020/09/15","74880","470","0.63","74410","75200","74410","1089","81655030"
"2020/09/14","74410","-330","-0.44","74700","75150","74210","1091","81482350"
"2020/09/11","74740","50","0.07","74690","74930","74610","2298","171755230"
"2020/09/10","74690","270","0.36","74510","74750","74390","707","52689190"
"2020/09/09","74420","130","0.17","74290","74450","74150","787","58430420"
"2020/09/08","74290","-260","-0.35","74540","74540","74100","2446","181627410"
"2020/09/07","74550","-240","-0.32","74790","74850","74350","2641","196556170"
"2020/09/04","74790","190","0.25","74480","75000","74470","2547","190299140"
"2020/09/03","74600","-990","-1.31","75580","75580","74600","4155","311533540"
"2020/09/02","75590","-290","-0.38","75880","75880","75460","2121","160160540"
"2020/09/01","75880","460","0.61","75430","76100","75420","5013","380332830"
"2020/08/31","75420","890","1.19","75280","76050","75270","2965","223550250"
"2020/08/28","74530","30","0.04","74500","74530","74000","2462","182862590"
"2020/08/27","74500","550","0.74","75640","75640","74470","3322","248476610"
"2020/08/26","73950","-220","-0.30","74180","74580","73600","3852","286245290"
"2020/08/25","74170","-590","-0.79","74750","74750","74170","2273","169353330"
"2020/08/24","74760","-110","-0.15","74850","74970","74380","2650","197919390"
"2020/08/21","74870","-420","-0.56","74800","75520","74800","3344","251393760"
"2020/08/20","75290","-1340","-1.75","75000","75290","74600","3898","292359020"
"2020/08/19","76630","-420","-0.55","77390","77450","76560","3762","290050060"
"2020/08/18","77050","1600","2.12","76790","77050","76210","2897","221896550"
"2020/08/14","75450","970","1.30","75700","75710","75390","8291","625826590"
"2020/08/13","74480","1480","2.03","73060","75080","73060","12180","904725140"
"2020/08/12","73000","-4800","-6.17","74990","74990","72630","31136","2395894250"
"2020/08/11","77800","-1200","-1.52","79000","79000","77150","8829","688690100"
"2020/08/10","79000","-1020","-1.27","79800","79800","78110","6764","535873900"
"2020/08/07","80020","520","0.65","79600","80230","79600","5542","443240130"
"2020/08/06","79500","600","0.76","79120","79970","79120","7299","580756810"
"2020/08/05","78900","1160","1.49","80000","80390","78510","9998","789484730"
"2020/08/04","77740","-1020","-1.30","78760","78760","77000","22832","1768331190"
"2020/08/03","78760","260","0.33","80090","80100","78750","6756","533056810"
"2020/07/31","78500","-1470","-1.84","79970","79970","78000","10336","811205470"
"2020/07/30","79970","960","1.22","79030","80970","79030","5906","468990780"
"2020/07/29","79010","-1630","-2.02","84000","84000","78000","14426","1166022160"
"2020/07/28","80640","3140","4.05","79800","83560","79800","15139","1225240760"
"2020/07/27","77500","3760","5.10","74950","77590","74900","26732","2035868410"
"2020/07/24","73740","1130","1.56","73380","73750","73250","11018","809794850"
"2020/07/23","72610","720","1.00","72680","72850","72270","7004","508764030"
"2020/07/22","71890","1480","2.10","70510","72000","70510","10219","730230610"
"2020/07/21","70410","10","0.01","70640","70860","70390","6379","449484500"
"2020/07/20","70400","150","0.21","70270","70570","70270","2653","186696450"
"2020/07/17","70250","-240","-0.34","70390","70420","70150","6019","423009050"
"2020/07/16","70490","310","0.44","70180","70600","70180","3088","217456800"
"2020/07/15","70180","-20","-0.03","70340","70360","70150","5013","352055700"
"2020/07/14","70200","220","0.31","70000","70210","70000","2656","186281310"
"2020/07/13","69980","150","0.21","69860","70100","69860","2244","157121240"
"2020/07/10","69830","-220","-0.31","70150","70150","69600","5381","375733200"
"2020/07/09","70050","720","1.04","70000","70080","69650","3619","253314500"
"2020/07/08","69330","480","0.70","69410","69700","69330","2566","178311520"
"2020/07/07","68850","70","0.10","68780","69150","68780","1885","130100660"
"2020/07/06","68780","-220","-0.32","69010","69100","68730","1683","115782030"
"2020/07/03","69000","300","0.44","69000","69050","69000","864","59635990"
"2020/07/02","68700","-820","-1.18","69520","69520","68700","3781","260343610"
"2020/07/01","69520","730","1.06","69170","69560","69160","4105","284991600"
"2020/06/30","68790","40","0.06","68760","68870","68500","1908","131002790"
"2020/06/29","68750","350","0.51","68970","69010","68690","2160","148688850"
"2020/06/26","68400","-200","-0.29","68600","68710","68110","2518","172497460"
"2020/06/25","68600","-230","-0.33","68900","68980","68540","582","40055410"
"2020/06/24","68830","320","0.47","69250","69250","68830","1788","123663860"
"2020/06/23","68510","-480","-0.70","69200","69200","68510","8498","586085700"
"2020/06/22","68990","1140","1.68","68900","69090","68650","1761","121193240"
"2020/06/19","67850","50","0.07","67800","67970","67570","583","39486140"
"2020/06/18","67800","-200","-0.29","68080","68400","67700","1179","80169790"
"2020/06/17","68000","130","0.19","67920","68000","67850","1285","87261420"
"2020/06/16","67870","-230","-0.34","67880","68190","67520","3070","208331780"
"2020/06/15","68100","70","0.10","68030","69150","68030","21678","1450643520"
"2020/06/12","68030","50","0.07","67950","69000","67950","1998","136946010"
"2020/06/11","67980","880","1.31","67500","68910","67500","2220","151413780"
"2020/06/10","67100","400","0.60","66720","67840","66700","650","43547460"
"2020/06/09","66700","400","0.60","66350","66990","66150","6085","403457760"
"2020/06/08","66300","-1680","-2.47","67940","68000","66000","8188","547098170"
"2020/06/05","67980","550","0.82","67600","68390","67590","3419","232448330"
"2020/06/04","67430","-600","-0.88","67990","67990","67090","4608","310488290"
"2020/06/03","68030","-890","-1.29","68640","68640","67850","5687","387047980"
"2020/06/02","68920","-410","-0.59","69260","69260","68820","3944","272457730"
"2020/06/01","69330","430","0.62","69650","69650","69080","5280","365931460"
"2020/05/29","68900","0","0.00","69000","69200","68850","2331","161072230"
"2020/05/28","68900","440","0.64","68460","69000","68450","3238","222221980"
