일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금
"2025/10/27","194500","-10300","-5.03","203500","203500","190800","37535","7337414150"
"2025/10/24","204800","-2520","-1.22","208070","211790","202190","22069","4561477960"
"2025/10/23","207320","-2930","-1.39","209000","209000","198410","39231","7913190060"
"2025/10/22","210250","-12750","-5.72","209200","210390","204880","42716","8855803260"
"2025/10/21","223000","700","0.31","230010","231010","218700","22957","5162155350"
"2025/10/20","222300","-9720","-4.19","228900","230000","220500","28969","6518007010"
"2025/10/17","232020","6400","2.84","230060","234860","228900","28341","6575313290"
"2025/10/16","225620","-4230","-1.84","231870","231940","210000","48286","10947473950"
"2025/10/15","229850","4850","2.16","228000","234800","227480","47462","10960936360"
"2025/10/14","225000","1400","0.63","234870","234870","223990","55309","12694714550"
"2025/10/13","223600","15740","7.57","214100","224300","214100","34421","7561713720"
"2025/10/10","207860","13360","6.87","210000","213900","205000","35077","7293960280"
"2025/10/02","194500","-3370","-1.70","201000","201000","193260","36974","7214529170"
"2025/10/01","197870","-1200","-0.60","201650","209700","190060","56796","11518910640"
"2025/09/30","199070","10020","5.30","192100","199070","192100","26739","5264294110"
"2025/09/29","189050","5860","3.20","183500","189460","183500","19564","3677907180"
"2025/09/26","183190","4610","2.58","178620","184450","178620","26374","4794185880"
"2025/09/25","178580","-820","-0.46","178990","179290","177980","23362","4170858270"
"2025/09/24","179400","550","0.31","178850","180610","178000","22443","4029232160"
"2025/09/23","178850","1800","1.02","179220","179750","177320","19807","3541881440"
"2025/09/22","177050","4640","2.69","175010","177500","174110","15529","2741439640"
"2025/09/19","172410","1760","1.03","170650","174100","168500","15085","2577180660"
"2025/09/18","170650","-2150","-1.24","172740","172800","169500","25693","4389698710"
"2025/09/17","172800","-2190","-1.25","176000","178490","172800","28891","5104526210"
"2025/09/16","174990","2490","1.44","173050","177800","173050","26978","4763589910"
"2025/09/15","172500","3130","1.85","169380","172670","169380","17357","2978908830"
"2025/09/12","169370","-530","-0.31","169900","179300","168160","22112","3764243830"
"2025/09/11","169900","2700","1.61","170100","170110","167500","23127","3922196070"
"2025/09/10","167200","820","0.49","166390","167250","166230","21795","3632417970"
"2025/09/09","166380","3900","2.40","163500","166470","163500","20743","3432354620"
"2025/09/08","162480","2750","1.72","161100","162510","160800","20378","3296259670"
"2025/09/05","159730","880","0.55","158890","160130","158890","11911","1904236520"
"2025/09/04","158850","-100","-0.06","159950","159970","158370","13750","2189078760"
"2025/09/03","158950","1950","1.24","159000","159850","158950","19166","3056003300"
"2025/09/02","157000","560","0.36","156990","157560","156690","15707","2466571570"
"2025/09/01","156440","3390","2.21","154030","156460","154030","13882","2160072820"
"2025/08/29","153050","920","0.60","152980","153180","152670","11038","1688335810"
"2025/08/28","152130","-270","-0.18","152510","153290","151950","9669","1471677220"
"2025/08/27","152400","100","0.07","153000","153000","152120","8841","1349170910"
"2025/08/26","152300","1270","0.84","151030","152300","151030","7073","1073900900"
"2025/08/25","151030","1030","0.69","150100","151200","150100","8269","1247409430"
"2025/08/22","150000","-620","-0.41","150620","151080","150000","7321","1101617850"
"2025/08/21","150620","290","0.19","151410","151410","150610","4256","642501110"
"2025/08/20","150330","200","0.13","150000","150330","149920","5471","821141030"
"2025/08/19","150130","-360","-0.24","150490","150700","150060","5120","769471690"
"2025/08/18","150490","210","0.14","150000","150730","149700","5126","769589000"
"2025/08/14","150280","480","0.32","149990","150560","149990","6088","914976650"
"2025/08/13","149800","-380","-0.25","150180","150220","149400","5468","818559810"
"2025/08/12","150180","-830","-0.55","150920","151000","149890","6096","916198370"
"2025/08/11","151010","-1790","-1.17","152320","152320","150720","8660","1311133050"
"2025/08/08","152800","1960","1.30","150940","152900","150940","13098","1998025960"
"2025/08/07","150840","-160","-0.11","151000","151250","150630","5640","851226670"
"2025/08/06","151000","400","0.27","150630","151280","150630","5293","799683560"
"2025/08/05","150600","660","0.44","150500","150930","150300","7832","1179985990"
"2025/08/04","149940","990","0.66","149950","150500","149360","3675","551150850"
"2025/08/01","148950","880","0.59","149000","149080","148010","4585","681258070"
"2025/07/31","148070","-160","-0.11","148000","148200","147100","5442","803569220"
"2025/07/30","148230","-300","-0.20","148530","148800","147790","6724","996856950"
"2025/07/29","148530","-140","-0.09","148000","148800","148000","5333","791977440"
"2025/07/28","148670","-350","-0.23","149020","149020","148020","7289","1080755720"
"2025/07/25","149020","140","0.09","149000","149770","148900","6124","913637980"
"2025/07/24","148880","-3100","-2.04","150980","150980","148680","11345","1695808190"
"2025/07/23","151980","930","0.62","151430","152240","151430","7311","1111376930"
"2025/07/22","151050","660","0.44","151860","151860","150990","5649","854037210"
"2025/07/21","150390","840","0.56","149550","150440","149530","7024","1054393020"
"2025/07/18","149550","250","0.17","149340","149690","149340","6313","943644760"
"2025/07/17","149300","190","0.13","149230","149650","149210","4040","603936490"
"2025/07/16","149110","-240","-0.16","149330","149330","148880","6039","899506600"
"2025/07/15","149350","50","0.03","149300","149660","148870","4202","626972590"
"2025/07/14","149300","1410","0.95","148560","149790","148490","6902","1030199080"
"2025/07/11","147890","930","0.63","147300","147930","147300","7534","1112374820"
"2025/07/10","146960","1200","0.82","147770","147770","146700","4453","654641230"
"2025/07/09","145760","-1460","-0.99","147130","147130","145760","13588","1984559460"
"2025/07/08","147220","960","0.66","147000","147650","146810","3654","537891710"
"2025/07/07","146260","-700","-0.48","146960","146960","145800","6527","954107320"
"2025/07/04","146960","-240","-0.16","147200","147200","146380","5720","839642700"
"2025/07/03","147200","880","0.60","146340","147410","146240","5153","755740470"
"2025/07/02","146320","690","0.47","146100","146580","146100","5736","839557190"
"2025/07/01","145630","2330","1.63","145400","145760","143600","7949","1151643020"
"2025/06/30","143300","-1330","-0.92","144630","144630","143070","11391","1633893650"
"2025/06/27","144630","-1330","-0.91","146940","146940","144460","8079","1171760500"
"2025/06/26","145960","-600","-0.41","146560","146850","145870","6074","888173550"
"2025/06/25","146560","560","0.38","146000","146580","145500","7094","1036397730"
"2025/06/24","146000","-3460","-2.32","148390","148390","146000","10461","1539263480"
"2025/06/23","149460","1620","1.10","149990","150060","149010","11839","1769668220"
"2025/06/20","147840","-1320","-0.88","149160","149560","147440","4556","675669160"
"2025/06/19","149160","0","0.00","149160","150370","149080","5252","785486490"
"2025/06/18","149160","160","0.11","149620","149990","149110","3514","526115520"
"2025/06/17","149000","-870","-0.58","149090","149310","147900","5410","804475760"
"2025/06/16","149870","-650","-0.43","152010","152120","149550","13630","2051922220"
"2025/06/13","150520","3260","2.21","148380","150870","148380","10669","1601773010"
"2025/06/12","147260","60","0.04","148680","148690","147090","14729","2174890270"
"2025/06/11","147200","1210","0.83","146090","147310","146090","5658","831675290"
"2025/06/10","145990","730","0.50","146510","146510","144870","5518","801366750"
"2025/06/09","145260","-2390","-1.62","147190","147190","144650","7979","1158381450"
"2025/06/05","147650","-440","-0.30","148140","148580","147500","3378","499618520"
"2025/06/04","148090","600","0.41","149290","149290","148000","4772","709170070"
"2025/06/02","147490","1110","0.76","146390","147490","146390","4878","716939700"
"2025/05/30","146380","770","0.53","145770","148100","145770","8660","1266170770"
"2025/05/29","145610","-790","-0.54","146270","146270","145000","5321","775221790"
"2025/05/28","146400","-600","-0.41","147980","147980","146100","5157","755644070"
"2025/05/27","147000","-400","-0.27","147400","148640","147000","3224","475749410"
"2025/05/26","147400","-190","-0.13","147620","148510","147400","5043","745060430"
"2025/05/23","147590","-660","-0.45","148000","148000","146420","5534","814940120"
"2025/05/22","148250","580","0.39","147670","149040","147200","5019","744260190"
"2025/05/21","147670","2790","1.93","148170","148170","146490","8854","1305996460"
"2025/05/20","144880","-900","-0.62","145780","145780","144470","7178","1040880440"
"2025/05/19","145780","690","0.48","146480","147510","145480","6266","915540900"
"2025/05/16","145090","1400","0.97","147090","147810","144740","9113","1327579180"
"2025/05/15","143690","-5110","-3.43","147800","147800","143230","13494","1952814040"
"2025/05/14","148800","-510","-0.34","150020","150800","148680","3814","567850420"
"2025/05/13","149310","-190","-0.13","148000","149930","147810","7174","1063555630"
"2025/05/12","149500","-1980","-1.31","151470","151470","147490","11558","1716298140"
"2025/05/09","151480","-120","-0.08","151000","151790","150060","9111","1374369750"
"2025/05/08","151600","-1870","-1.22","153460","154300","151500","10271","1568363240"
"2025/05/07","153470","4070","2.72","151130","153740","151130","8132","1241573560"
"2025/05/02","149400","-2710","-1.78","151500","151500","149230","16828","2528496500"
"2025/04/30","152110","-1340","-0.87","153450","154180","151740","7481","1142912750"
"2025/04/29","153450","240","0.16","153610","154890","153290","7748","1194097040"
"2025/04/28","153210","20","0.01","154900","154900","152290","10433","1599909740"
"2025/04/25","153190","-700","-0.45","154610","156500","153180","11734","1812200210"
"2025/04/24","153890","1070","0.70","152780","155550","152780","6462","995140780"
"2025/04/23","152820","-6610","-4.15","156000","156180","152450","17337","2679549930"
"2025/04/22","159430","4210","2.71","156700","159640","156700","18282","2899111310"
"2025/04/21","155220","2540","1.66","153140","155220","153140","8630","1333349250"
"2025/04/18","152680","240","0.16","152500","152750","152050","6473","987558500"
"2025/04/17","152440","1580","1.05","153940","154000","152390","6462","989194010"
"2025/04/16","150860","2220","1.49","150000","151000","149920","7800","1175229170"
"2025/04/15","148640","-590","-0.40","149230","149230","148270","3845","571104610"
"2025/04/14","149230","-170","-0.11","149400","150050","148180","5217","777814100"
"2025/04/11","149400","1730","1.17","151500","151500","148810","6765","1015536060"
"2025/04/10","147670","1700","1.16","146050","149840","146050","4266","629975890"
"2025/04/09","145970","2200","1.53","143770","146000","143770","4998","723157030"
"2025/04/08","143770","570","0.40","143200","143820","141780","5130","733563880"
"2025/04/07","143200","-1470","-1.02","141230","144730","140000","22251","3151084020"
"2025/04/04","144670","-3430","-2.32","147090","147090","144000","11209","1627907030"
"2025/04/03","148100","170","0.11","149980","150750","147760","13328","1984978000"
"2025/04/02","147930","-1910","-1.27","149390","149800","147140","19717","2920981750"
"2025/04/01","149840","1140","0.77","150100","150620","149500","12816","1924181360"
"2025/03/31","148700","3030","2.08","147800","148750","146800","17403","2565452470"
"2025/03/28","145670","1890","1.31","144560","145700","144560","17692","2571841020"
"2025/03/27","143780","390","0.27","143390","143850","143250","6330","908597740"
"2025/03/26","143390","140","0.10","144440","144440","142780","11398","1629058160"
"2025/03/25","143250","-180","-0.13","143300","143300","142900","8513","1218133450"
"2025/03/24","143430","-610","-0.42","144040","144050","142900","10948","1568290860"
"2025/03/21","144040","-500","-0.35","144550","145670","143800","10568","1528008610"
"2025/03/20","144540","750","0.52","145890","145890","144080","18229","2643147260"
"2025/03/19","143790","590","0.41","146300","146300","143450","14235","2049862380"
"2025/03/18","143200","1110","0.78","142110","143670","142110","7725","1102622110"
"2025/03/17","142090","-1440","-1.00","143610","145900","139730","17943","2555913900"
"2025/03/14","143530","2140","1.51","144770","145000","143360","9865","1417894350"
"2025/03/13","141390","-10","-0.01","140500","142490","139880","9508","1341677360"
"2025/03/12","141400","550","0.39","141120","142530","141120","7931","1123521550"
"2025/03/11","140850","-3130","-2.17","143980","143980","139770","14159","1994155980"
"2025/03/10","143980","-1110","-0.77","145000","148900","143250","9080","1308133810"
"2025/03/07","145090","-9060","-5.88","152000","152000","143050","18346","2684027870"
"2025/03/06","154150","-1780","-1.14","156000","158000","153000","7467","1159441400"
"2025/03/05","155930","1700","1.10","154240","158980","154240","9486","1487622400"
"2025/03/04","154230","6490","4.39","147740","161790","147740","8579","1323008130"
"2025/02/28","147740","5040","3.53","141990","147750","139700","9773","1377425920"
"2025/02/27","142700","-2900","-1.99","145590","145590","142700","6971","998729740"
"2025/02/26","145600","-2810","-1.89","148000","148000","145470","9706","1416847350"
"2025/02/25","148410","210","0.14","149150","149170","147500","7437","1102525080"
"2025/02/24","148200","-700","-0.47","151990","152000","148180","10127","1512157150"
"2025/02/21","148900","-1010","-0.67","151480","151480","148130","13127","1972182080"
"2025/02/20","149910","-3090","-2.02","153000","153000","146760","18557","2761953700"
"2025/02/19","153000","-1000","-0.65","157000","160500","150960","13863","2177637640"
"2025/02/18","154000","-5680","-3.56","159810","162870","150000","16813","2616944880"
"2025/02/17","159680","-8710","-5.17","163890","166000","154600","25518","4100668150"
"2025/02/14","168390","5090","3.12","165040","171700","165040","25588","4337127820"
"2025/02/13","163300","6200","3.95","159000","163900","158360","19077","3087871410"
"2025/02/12","157100","870","0.56","156250","158500","155790","22364","3502956770"
"2025/02/11","156230","6230","4.15","152100","156980","152100","31210","4865394960"
"2025/02/10","150000","4400","3.02","148800","150000","147500","28062","4144178580"
"2025/02/07","145600","-20","-0.01","145640","150000","142850","12081","1764242410"
"2025/02/06","145620","-780","-0.53","147700","154290","140030","28273","4243220210"
"2025/02/05","146400","6290","4.49","141020","147500","141020","25124","3658131420"
"2025/02/04","140110","4710","3.48","136090","140140","136090","16306","2245285310"
"2025/02/03","135400","2090","1.57","133400","136800","133400","25718","3500050140"
"2025/01/31","133310","2550","1.95","132680","133380","131990","13671","1817709660"
"2025/01/24","130760","360","0.28","130400","131130","130400","3838","501901310"
"2025/01/23","130400","-100","-0.08","130550","132040","130300","4214","549799970"
"2025/01/22","130500","820","0.63","130280","130640","130250","6978","910119300"
"2025/01/21","129680","-1030","-0.79","130710","130710","129300","7629","988989500"
"2025/01/20","130710","-790","-0.60","131500","131500","130640","5236","685108610"
"2025/01/17","131500","610","0.47","133950","133950","130900","5872","773421970"
"2025/01/16","130890","170","0.13","130790","131580","130790","4586","602034470"
"2025/01/15","130720","-390","-0.30","131250","133300","130210","8604","1125971360"
"2025/01/14","131110","-2040","-1.53","133150","133150","130830","11130","1461166130"
"2025/01/13","133150","540","0.41","134240","134240","133100","6731","896582230"
"2025/01/10","132610","740","0.56","132950","133080","132050","6244","829377500"
"2025/01/09","131870","970","0.74","131600","131900","131600","4104","540920670"
"2025/01/08","130900","880","0.68","130020","131000","130020","3415","446519000"
"2025/01/07","130020","-880","-0.67","130900","130900","129000","6220","809565740"
"2025/01/06","130900","600","0.46","131650","131650","130300","5823","761279870"
"2025/01/03","130300","380","0.29","131000","131790","129730","7812","1023369870"
"2025/01/02","129920","1500","1.17","128420","130060","128420","10804","1401655800"
