일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금
"2024/10/23","131510","3510","2.74","129800","134000","129160","14444","1907446020"
"2024/10/22","128000","3210","2.57","123850","128000","123850","6576","828710540"
"2024/10/21","124790","3810","3.15","121800","126000","121800","10799","1342153200"
"2024/10/18","120980","720","0.60","120300","121400","120260","5487","663665870"
"2024/10/17","120260","1460","1.23","118800","122000","118800","4377","528310890"
"2024/10/16","118800","-370","-0.31","119200","120550","118800","4990","594497420"
"2024/10/15","119170","1190","1.01","120000","120800","118480","3077","367445200"
"2024/10/14","117980","1770","1.52","117000","117990","117000","1719","201638300"
"2024/10/11","116210","820","0.71","115390","116220","115390","2526","293263080"
"2024/10/10","115390","-260","-0.22","114200","115400","114100","2251","258191780"
"2024/10/08","115650","180","0.16","115470","115650","114490","2830","325361420"
"2024/10/07","115470","820","0.72","114630","115580","114630","2062","238068860"
"2024/10/04","114650","1230","1.08","113010","114700","113010","2665","304809360"
"2024/10/02","113420","1000","0.89","112510","114000","112510","3093","351360410"
"2024/09/30","112420","-1530","-1.34","113950","113950","111860","7535","847543230"
"2024/09/27","113950","-350","-0.31","114490","114490","113540","6603","751520710"
"2024/09/26","114300","180","0.16","114760","114760","113900","4298","490701010"
"2024/09/25","114120","760","0.67","114130","114360","113530","7447","847547710"
"2024/09/24","113360","-60","-0.05","113450","113580","113210","3099","351401960"
"2024/09/23","113420","2140","1.92","111610","113510","111500","5160","584011890"
"2024/09/20","111280","780","0.71","111140","111280","111040","3373","374992450"
"2024/09/19","110500","650","0.59","110240","110500","109850","3136","345563680"
"2024/09/13","109850","750","0.69","110340","110400","109790","3940","432885490"
"2024/09/12","109100","20","0.02","109080","109350","108620","986","107316850"
"2024/09/11","109080","610","0.56","108800","109500","108790","1379","150424580"
"2024/09/10","108470","290","0.27","108300","109200","108300","1445","156869560"
"2024/09/09","108180","-280","-0.26","108400","108950","108180","1435","155639420"
"2024/09/06","108460","90","0.08","108970","108970","108370","2433","264339830"
"2024/09/05","108370","-100","-0.09","109100","109100","108140","909","98465560"
"2024/09/04","108470","30","0.03","108440","109420","108180","1727","187281570"
"2024/09/03","108440","-260","-0.24","109240","109240","108420","2608","283259960"
"2024/09/02","108700","-50","-0.05","108750","108750","108250","1705","185036490"
"2024/08/30","108750","10","0.01","109080","109080","108750","693","75395660"
"2024/08/29","108740","-130","-0.12","108880","108900","108710","766","83339570"
"2024/08/28","108870","380","0.35","108500","109550","108500","1068","116142880"
"2024/08/27","108490","280","0.26","108990","108990","108310","1406","152670040"
"2024/08/26","108210","-390","-0.36","108600","108600","108000","3523","380889070"
"2024/08/23","108600","-460","-0.42","109000","109070","108440","4055","440474010"
"2024/08/22","109060","60","0.06","109050","109430","108800","2687","292976470"
"2024/08/21","109000","230","0.21","109450","109450","108550","1969","214421650"
"2024/08/20","108770","490","0.45","110280","110280","108000","2159","234512540"
"2024/08/19","108280","10","0.01","109260","109430","108080","4146","450948800"
"2024/08/16","108270","-1100","-1.01","110250","110250","108270","4210","458023230"
"2024/08/14","109370","-120","-0.11","109940","109940","109080","1520","166256350"
"2024/08/13","109490","820","0.75","109970","110100","109470","2532","278151650"
"2024/08/12","108670","360","0.33","108320","109090","108320","4317","469379450"
"2024/08/09","108310","-610","-0.56","109900","109900","108180","2361","256858550"
"2024/08/08","108920","-10","-0.01","108600","109210","108600","1177","128187810"
"2024/08/07","108930","30","0.03","108280","109290","108270","6021","655720200"
"2024/08/06","108900","-540","-0.49","109390","109390","108200","5287","575452240"
"2024/08/05","109440","120","0.11","113000","113000","107800","10291","1120696110"
"2024/08/02","109320","1080","1.00","108390","109320","108390","4855","529889590"
"2024/08/01","108240","290","0.27","108600","108600","107940","1964","212964550"
"2024/07/31","107950","850","0.79","107590","108770","107590","2915","314359810"
"2024/07/30","107100","-50","-0.05","107150","107190","106700","2335","250070970"
"2024/07/29","107150","240","0.22","107240","108070","107130","2179","234130610"
"2024/07/26","106910","70","0.07","105800","107000","105800","4410","470032530"
"2024/07/25","106840","-1960","-1.80","108900","108900","106520","3997","429469970"
"2024/07/24","108800","1040","0.97","107760","108990","107760","1772","192662310"
"2024/07/23","107760","-470","-0.43","108230","108230","107750","2369","255761800"
"2024/07/22","108230","-500","-0.46","108740","108770","108200","3560","386356530"
"2024/07/19","108730","-1110","-1.01","109840","109840","108630","4577","499803800"
"2024/07/18","109840","10","0.01","109830","110060","108920","4661","510130590"
"2024/07/17","109830","1330","1.23","110000","110500","109620","3515","387437410"
"2024/07/16","108500","980","0.91","108000","108500","108000","2864","310094410"
"2024/07/15","107520","610","0.57","107480","107760","107460","4268","459316270"
"2024/07/12","106910","710","0.67","107000","107300","106460","8442","900724200"
"2024/07/11","106200","90","0.08","106100","106300","106100","1606","170529280"
"2024/07/10","106110","170","0.16","105940","106400","105940","2453","260404900"
"2024/07/09","105940","-390","-0.37","106290","106290","105900","3420","362552950"
"2024/07/08","106330","390","0.37","105960","106500","105840","2498","265261250"
"2024/07/05","105940","640","0.61","105620","105940","104970","2435","256345700"
"2024/07/04","105300","200","0.19","105100","105600","105100","1055","111052800"
"2024/07/03","105100","120","0.11","105490","105490","104210","2028","212993640"
"2024/07/02","104980","1020","0.98","104790","105000","104000","2927","306404140"
"2024/07/01","103960","-50","-0.05","104010","104100","103880","1733","180228160"
"2024/06/28","104010","450","0.43","103730","104700","103730","1257","130976310"
"2024/06/27","103560","-410","-0.39","103970","104480","103450","3972","411699090"
"2024/06/26","103970","-670","-0.64","104640","104690","103970","6077","632091610"
"2024/06/25","104640","-260","-0.25","105640","105640","104340","1722","180926660"
"2024/06/24","104900","-1100","-1.04","105530","105530","104500","3321","348683400"
"2024/06/21","106000","1290","1.23","105850","106500","105530","4809","510406300"
"2024/06/20","104710","620","0.60","104100","105000","104050","4137","432599750"
"2024/06/19","104090","210","0.20","103880","104550","103880","1388","144442070"
"2024/06/18","103880","170","0.16","103720","104280","103710","1351","140369560"
"2024/06/17","103710","690","0.67","103020","105000","103020","1115","115853510"
"2024/06/14","103020","-990","-0.95","103300","103300","102700","2081","214233990"
"2024/06/13","104010","-140","-0.13","104150","104900","103400","1680","174490910"
"2024/06/12","104150","-280","-0.27","104430","104730","104050","1959","204316920"
"2024/06/11","104430","460","0.44","104000","104790","104000","1361","142263930"
"2024/06/10","103970","-1330","-1.26","104170","104440","103890","2572","267738710"
"2024/06/07","105300","620","0.59","105000","105650","104990","2756","290111540"
"2024/06/05","104680","-20","-0.02","105350","105350","103890","839","87755690"
"2024/06/04","104700","200","0.19","104500","105450","104000","1639","171297730"
"2024/06/03","104500","-750","-0.71","105250","105250","104400","1581","165839660"
"2024/05/31","105250","400","0.38","105000","105450","104860","1996","210171040"
"2024/05/30","104850","-100","-0.10","105280","105280","104440","685","71881420"
"2024/05/29","104950","350","0.33","104580","105080","104570","1520","159536990"
"2024/05/28","104600","380","0.36","104500","105060","104500","1822","191066100"
"2024/05/27","104220","-780","-0.74","106500","106500","103960","4763","496170790"
"2024/05/24","105000","-1650","-1.55","106500","106650","103950","7146","751017600"
"2024/05/23","106650","-1450","-1.34","107780","107790","106530","2211","236617190"
"2024/05/22","108100","-200","-0.18","108300","109310","108100","1787","194213740"
"2024/05/21","108300","-670","-0.61","108970","109000","108300","1789","194557590"
"2024/05/20","108970","1330","1.24","108520","109310","108400","2689","292934930"
"2024/05/17","107640","390","0.36","107250","107680","106900","2576","276720920"
"2024/05/16","107250","840","0.79","106430","107510","106420","1891","202854000"
"2024/05/14","106410","-370","-0.35","106780","106780","106000","1963","208652300"
"2024/05/13","106780","190","0.18","106000","107460","106000","2376","254743570"
"2024/05/10","106590","970","0.92","106950","106950","106390","11019","1173629620"
"2024/05/09","105620","320","0.30","105300","105900","105090","1941","204462730"
"2024/05/08","105300","90","0.09","106720","106720","105210","3448","364002360"
"2024/05/07","105210","1040","1.00","104600","106000","104600","2007","211563830"
"2024/05/03","104170","-3130","-2.92","107300","107300","103710","6973","728633180"
"2024/05/02","107300","-940","-0.87","108240","109200","107300","6437","697892400"
"2024/04/30","108240","-1640","-1.49","110000","111000","106000","5492","592093550"
"2024/04/29","109880","830","0.76","109050","109880","109050","4143","454434860"
"2024/04/26","109050","660","0.61","109000","109180","108630","1901","207194380"
"2024/04/25","108390","690","0.64","107000","108810","107000","3167","342900040"
"2024/04/24","107700","1000","0.94","106700","108000","106490","3872","416537620"
"2024/04/23","106700","-3470","-3.15","109500","109500","106280","4079","438918930"
"2024/04/22","110170","-1570","-1.41","111750","114800","110000","3829","425855040"
"2024/04/19","111740","3060","2.82","108690","112300","108690","4563","509283610"
"2024/04/18","108680","-3300","-2.95","111100","111100","108000","5478","595983450"
"2024/04/17","111980","-770","-0.68","112780","113900","111700","6168","693619840"
"2024/04/16","112750","3530","3.23","110110","113000","110000","8717","974934400"
"2024/04/15","109220","2340","2.19","106910","110000","106910","9124","994651000"
"2024/04/12","106880","2700","2.59","104740","106930","104740","4137","440655720"
"2024/04/11","104180","680","0.66","103500","104440","103400","5057","525837600"
"2024/04/09","103500","710","0.69","103280","103730","103280","2522","260863760"
"2024/04/08","102790","2690","2.69","105000","105000","101220","7992","817502120"
"2024/04/05","100100","-1900","-1.86","104000","104000","99500","13521","1359471140"
"2024/04/04","102000","-2200","-2.11","106000","108000","102000","6482","686119930"
"2024/04/03","104200","2770","2.73","101800","105900","101800","12016","1260583680"
"2024/04/02","101430","1970","1.98","99620","101850","99620","9632","971893180"
"2024/04/01","99460","960","0.97","98540","99460","98540","4195","415199180"
"2024/03/29","98500","2900","3.03","97010","98750","97010","2157","211372640"
"2024/03/28","95600","740","0.78","95550","95760","95390","7251","693568570"
"2024/03/27","94860","530","0.56","94540","94980","94480","1492","141250200"
"2024/03/26","94330","130","0.14","94190","94460","94000","12517","1178591000"
"2024/03/25","94200","240","0.26","94200","94440","94010","4538","427632290"
"2024/03/22","93960","-80","-0.09","94040","94200","93730","6256","587701210"
"2024/03/21","94040","990","1.06","93210","94530","93210","9001","848618100"
"2024/03/20","93050","-120","-0.13","93230","93230","93050","2636","245452320"
"2024/03/19","93170","900","0.98","92730","93250","92730","1994","185691350"
"2024/03/18","92270","-500","-0.54","92770","92860","92240","1775","164318170"
"2024/03/15","92770","570","0.62","92210","92800","92190","5091","471615590"
"2024/03/14","92200","830","0.91","91880","92270","91880","1683","155142800"
"2024/03/13","91370","-370","-0.40","91740","91740","91140","1309","119461200"
"2024/03/12","91740","-260","-0.28","92020","92210","91650","4382","403527550"
"2024/03/11","92000","400","0.44","92300","92650","91900","3719","343765350"
"2024/03/08","91600","-510","-0.55","92360","92360","91600","2212","203360740"
"2024/03/07","92110","880","0.96","91710","92500","91710","4238","389905750"
"2024/03/06","91230","500","0.55","90810","91700","90810","9646","882385920"
"2024/03/05","90730","1720","1.93","89020","91000","89020","9868","894545400"
"2024/03/04","89010","1540","1.76","88070","89500","88000","6203","552039400"
"2024/02/29","87470","-150","-0.17","87620","87700","87440","1317","115324560"
"2024/02/28","87620","270","0.31","87350","87640","87260","1470","128464320"
"2024/02/27","87350","160","0.18","87190","87420","87190","1495","130555780"
"2024/02/26","87190","190","0.22","87400","87400","87180","1594","139078730"
"2024/02/23","87000","-150","-0.17","87150","87150","86850","1092","94904570"
"2024/02/22","87150","-150","-0.17","87210","87230","86960","1394","121404540"
"2024/02/21","87300","230","0.26","87150","87300","87150","2815","245516470"
"2024/02/20","87070","160","0.18","86910","87180","86820","2420","210690920"
"2024/02/19","86910","400","0.46","86620","87030","86620","3287","285191560"
"2024/02/16","86510","390","0.45","86100","86680","86100","1299","112377960"
"2024/02/15","86120","20","0.02","86100","86160","85850","3759","323163550"
"2024/02/14","86100","-660","-0.76","86750","86750","86070","4522","389655260"
"2024/02/13","86760","-430","-0.49","86760","86760","86490","3067","265528610"
"2024/02/08","87190","100","0.11","87270","87340","87110","823","71801420"
"2024/02/07","87090","290","0.33","87010","87140","86890","2034","177047250"
"2024/02/06","86800","-220","-0.25","87050","87170","86700","3529","306716330"
"2024/02/05","87020","-520","-0.59","87680","87790","87000","2870","251134560"
"2024/02/02","87540","-50","-0.06","87690","87880","87480","4269","374311640"
"2024/02/01","87590","150","0.17","87790","87840","87580","1915","167902870"
"2024/01/31","87440","350","0.40","87350","87580","87270","4847","423662040"
"2024/01/30","87090","-70","-0.08","87160","87230","87020","3547","308991500"
"2024/01/29","87160","210","0.24","86950","87360","86950","1899","165465400"
"2024/01/26","86950","110","0.13","86950","87250","86870","8217","714571000"
"2024/01/25","86840","-440","-0.50","87010","87200","86680","5127","444875460"
"2024/01/24","87280","60","0.07","87270","87550","87270","3430","299622450"
"2024/01/23","87220","-10","-0.01","87270","87270","86910","3636","316398320"
"2024/01/22","87230","0","0.00","87230","87290","87000","3913","341046180"
"2024/01/19","87230","380","0.44","86850","87230","86850","2629","228852910"
"2024/01/18","86850","-420","-0.48","87010","87010","86700","2847","247091780"
"2024/01/17","87270","-430","-0.49","87420","87600","87270","6619","578536600"
"2024/01/16","87700","340","0.39","87360","87790","87040","8758","767561010"
"2024/01/15","87360","1400","1.63","85960","87360","85960","6702","582883530"
"2024/01/12","85960","-90","-0.10","86000","86170","85940","2590","222826220"
"2024/01/11","86050","-110","-0.13","86120","86160","85940","2560","220168010"
"2024/01/10","86160","120","0.14","86110","86370","86110","944","81401860"
"2024/01/09","86040","-30","-0.03","85700","86040","85700","1919","164645000"
"2024/01/08","86070","-450","-0.52","86390","86470","85950","6875","591931300"
"2024/01/05","86520","490","0.57","86200","86520","86180","2848","245725740"
"2024/01/04","86030","-600","-0.69","85650","86160","85650","6116","526112430"
"2024/01/03","86630","30","0.03","87690","87690","86630","9059","785606740"
"2024/01/02","86600","350","0.41","86220","86600","85000","2261","195406050"
"2023/12/28","86250","510","0.59","86300","86390","86190","2639","227652450"
"2023/12/27","85740","-10","-0.01","86080","86080","85700","2094","179811360"
"2023/12/26","85750","120","0.14","85630","86020","85630","5076","435659850"
"2023/12/22","85630","330","0.39","85350","85650","85350","1233","105487830"
"2023/12/21","85300","210","0.25","85310","85310","85120","608","51832100"
"2023/12/20","85090","250","0.29","85250","85560","85070","1205","102757720"
"2023/12/19","84840","400","0.47","84740","85020","84740","2601","220957210"
"2023/12/18","84440","-270","-0.32","83730","84540","83730","587","49568770"
"2023/12/15","84710","0","0.00","84560","84770","84400","2617","221436580"
"2023/12/14","84710","940","1.12","84260","84750","84260","2417","204274970"
"2023/12/13","83770","-350","-0.42","83690","84030","83580","2365","198131770"
"2023/12/12","84120","-460","-0.54","83800","84120","83800","1954","164088190"
"2023/12/11","84580","-750","-0.88","84890","84960","84540","5263","445386260"
"2023/12/08","85330","-910","-1.06","85570","85700","85250","1183","100981380"
"2023/12/07","86240","930","1.09","86000","86350","85920","1403","120856040"
"2023/12/06","85310","-480","-0.56","85330","85330","85200","1405","119808950"
"2023/12/05","85790","-1530","-1.75","85640","86020","85640","3496","299939990"
"2023/12/04","87320","1710","2.00","85810","87780","85810","8884","775639980"
"2023/12/01","85610","720","0.85","85200","85930","85140","2971","253449160"
"2023/11/30","84890","-170","-0.20","85200","85200","84830","1788","151890580"
"2023/11/29","85060","940","1.12","85070","85100","84800","5397","458107910"
"2023/11/28","84120","-270","-0.32","84500","84500","84100","2160","182015380"
"2023/11/27","84390","870","1.04","83850","84600","83850","2474","208812320"
"2023/11/24","83520","220","0.26","83490","83890","83470","2359","197505810"
"2023/11/23","83300","-200","-0.24","83500","83500","83160","1024","85360470"
"2023/11/22","83500","920","1.11","83000","83500","83000","1280","106454480"
"2023/11/21","82580","290","0.35","82290","82580","82110","713","58666370"
"2023/11/20","82290","-400","-0.48","82530","82780","82100","1523","125481800"
"2023/11/17","82690","500","0.61","82590","82880","82410","2015","166568030"
"2023/11/16","82190","-160","-0.19","82350","82580","82190","1087","89503760"
"2023/11/15","82350","-830","-1.00","82570","82680","82200","8228","678131470"
"2023/11/14","83180","680","0.82","82500","83180","82500","1263","104665930"
"2023/11/13","82500","-180","-0.22","82640","82640","82220","1498","123562530"
"2023/11/10","82680","480","0.58","82230","83100","82230","1026","85015040"
"2023/11/09","82200","-500","-0.60","82430","82430","81800","4154","341225150"
"2023/11/08","82700","-350","-0.42","82890","82890","82360","1236","102117220"
"2023/11/07","83050","50","0.06","82950","83100","82680","2221","184035260"
"2023/11/06","83000","-1390","-1.65","84020","84020","82700","8869","739424550"
"2023/11/03","84390","-1080","-1.26","85300","85300","84020","2682","227268990"
"2023/11/02","85470","-690","-0.80","85800","85800","85300","3182","271971880"
"2023/11/01","86160","-220","-0.25","86320","86380","86040","3111","268109330"
"2023/10/31","86380","-390","-0.45","86000","86490","86000","1745","150556830"
"2023/10/30","86770","500","0.58","87250","87300","86770","2989","259721370"
"2023/10/27","86270","-240","-0.28","86500","86500","86040","1866","160902080"
"2023/10/26","86510","1100","1.29","86050","86670","86050","3260","281543040"
"2023/10/25","85410","210","0.25","85200","85490","85200","8387","716325900"
"2023/10/24","85200","-680","-0.79","85200","85500","85170","2418","206243350"
"2023/10/23","85880","80","0.09","85850","85900","85390","4922","421385270"
"2023/10/20","85800","900","1.06","86070","86230","85750","5345","460209110"
"2023/10/19","84900","720","0.86","84890","85120","84800","4749","403289870"
"2023/10/18","84180","810","0.97","83620","84400","83620","3188","267980490"
"2023/10/17","83370","-230","-0.28","83580","83580","83230","3760","313238640"
"2023/10/16","83600","1810","2.21","83000","84020","83000","7867","660238120"
"2023/10/13","81790","-80","-0.10","81870","81880","81730","2359","192862930"
"2023/10/12","81870","560","0.69","81590","82000","81590","2099","171856020"
"2023/10/11","81310","-240","-0.29","81550","81550","81250","883","71800200"
"2023/10/10","81550","1540","1.92","82490","82490","81000","3058","250145090"
"2023/10/06","80010","200","0.25","79810","80650","79690","8967","715516930"
"2023/10/05","79810","-480","-0.60","79920","79990","79700","6159","491689230"
"2023/10/04","80290","-2010","-2.44","80490","80490","79750","3463","277583960"
"2023/09/27","82300","-630","-0.76","82890","82890","82300","1354","111762580"
"2023/09/26","82930","380","0.46","82580","82980","82500","1785","147570750"
"2023/09/25","82550","-110","-0.13","82660","82710","82430","960","79202910"
"2023/09/22","82660","-390","-0.47","82800","82950","82610","1096","90730550"
"2023/09/21","83050","580","0.70","82650","83050","82540","3791","313824590"
"2023/09/20","82470","170","0.21","82390","82500","82350","692","57056970"
"2023/09/19","82300","150","0.18","82330","82330","82210","961","79059890"
"2023/09/18","82150","210","0.26","82270","82330","82140","2631","216363290"
"2023/09/15","81940","460","0.56","81800","81940","81620","1131","92565960"
"2023/09/14","81480","-240","-0.29","81690","81700","81400","2508","204330400"
"2023/09/13","81720","-200","-0.24","81770","81770","81650","946","77292710"
"2023/09/12","81920","-520","-0.63","82070","82090","81900","2621","214813290"
"2023/09/11","82440","-60","-0.07","82110","82480","82110","2722","224090890"
"2023/09/08","82500","180","0.22","82420","82550","82350","1818","149984620"
"2023/09/07","82320","-80","-0.10","82040","82390","82020","15837","1301778260"
"2023/09/06","82400","-170","-0.21","82490","82640","82300","15976","1317367550"
"2023/09/05","82570","120","0.15","82200","82590","82160","14975","1233297730"
"2023/09/04","82450","250","0.30","82200","82450","82200","5245","431843170"
"2023/09/01","82200","-270","-0.33","82210","82460","81970","11368","934047420"
"2023/08/31","82470","310","0.38","82380","82660","82380","1361","112325390"
"2023/08/30","82160","510","0.62","81900","82280","81900","3361","275988450"
"2023/08/29","81650","220","0.27","81720","81730","81500","1207","98486620"
"2023/08/28","81430","-30","-0.04","81460","81500","81250","2920","237686510"
"2023/08/25","81460","10","0.01","81650","81730","81300","9462","770564380"
"2023/08/24","81450","-250","-0.31","81800","81800","81400","4236","345609940"
"2023/08/23","81700","250","0.31","81500","81770","81500","2004","163643290"
"2023/08/22","81450","170","0.21","81630","81630","81310","1799","146637770"
"2023/08/21","81280","-60","-0.07","82000","82000","81180","1677","136284090"
"2023/08/18","81340","-210","-0.26","81360","81360","81060","3121","253663790"
"2023/08/17","81550","-280","-0.34","81820","81820","80800","2123","173010240"
"2023/08/16","81830","190","0.23","81640","81900","81640","5248","429486280"
"2023/08/14","81640","240","0.29","81540","81900","81530","1558","127105850"
"2023/08/11","81400","400","0.49","80250","81410","80250","1003","81377180"
"2023/08/10","81000","-610","-0.75","82590","82590","81000","5438","441151120"
"2023/08/09","81610","-40","-0.05","81450","81700","81420","650","53034120"
"2023/08/08","81650","500","0.62","81170","81650","81160","1032","84054380"
"2023/08/07","81150","-230","-0.28","81570","81660","81090","1550","126057840"
"2023/08/04","81380","670","0.83","80800","81390","80700","743","60221790"
"2023/08/03","80710","-390","-0.48","80750","80960","80600","873","70499290"
"2023/08/02","81100","410","0.51","80690","81100","80690","2301","186125580"
"2023/08/01","80690","780","0.98","80400","80830","80400","1038","83723340"
"2023/07/31","79910","-170","-0.21","80340","80350","79900","2634","210910160"
"2023/07/28","80080","-930","-1.15","80900","80900","79990","3855","309286450"
"2023/07/27","81010","420","0.52","80530","81090","80450","4095","331401930"
"2023/07/26","80590","0","0.00","80730","80820","80590","1776","143368750"
"2023/07/25","80590","-50","-0.06","80700","80710","80590","2460","198458240"
"2023/07/24","80640","-600","-0.74","81240","81240","80640","1227","99272260"
"2023/07/21","81240","540","0.67","80700","81240","80700","1597","129453680"
"2023/07/20","80700","200","0.25","80640","80700","80300","771","62141530"
"2023/07/19","80500","1040","1.31","79460","80500","79460","4103","329419700"
"2023/07/18","79460","-120","-0.15","79460","79590","79230","2135","169520360"
"2023/07/17","79580","-180","-0.23","79750","79750","79410","2284","181584210"
"2023/07/14","79760","-500","-0.62","79880","80040","79490","3582","285756220"
"2023/07/13","80260","-30","-0.04","80200","80380","80120","2216","177893660"
"2023/07/12","80290","120","0.15","80380","80650","80240","1644","132099400"
"2023/07/11","80170","-430","-0.53","80500","80520","80020","3117","250088100"
"2023/07/10","80600","300","0.37","80450","80660","80430","2490","200416010"
"2023/07/07","80300","80","0.10","80220","80460","80220","710","57003940"
"2023/07/06","80220","-90","-0.11","80310","80480","80210","2572","206541490"
"2023/07/05","80310","-250","-0.31","80380","80560","80310","1665","133862910"
"2023/07/04","80560","10","0.01","80550","80560","80270","7615","611996110"
"2023/07/03","80550","-140","-0.17","80690","81000","80550","3546","286172180"
"2023/06/30","80690","240","0.30","81020","81070","80600","2138","172790560"
"2023/06/29","80450","30","0.04","80320","80500","80200","1060","85172120"
"2023/06/28","80420","20","0.02","80160","80420","79950","5086","407376420"
"2023/06/27","80400","-200","-0.25","80700","80800","80400","6256","504390690"
"2023/06/26","80600","330","0.41","80700","80930","80460","1378","111164780"
"2023/06/23","80270","20","0.02","79930","80280","79880","3053","244025970"
"2023/06/22","80250","40","0.05","80060","80250","80000","2032","162743690"
"2023/06/21","80210","40","0.05","80170","80440","80120","2282","183201620"
"2023/06/20","80170","-150","-0.19","80430","80470","80090","6869","550762450"
"2023/06/19","80320","600","0.75","80030","80530","80030","2245","180351640"
"2023/06/16","79720","70","0.09","79730","80210","79720","4289","343257330"
"2023/06/15","79650","-240","-0.30","79720","79890","79400","3235","257567700"
"2023/06/14","79890","-310","-0.39","79410","79990","79040","4150","330279720"
"2023/06/13","80200","-980","-1.21","81180","81180","80000","2537","204212020"
"2023/06/12","81180","-450","-0.55","81480","81480","81140","2289","185982790"
"2023/06/09","81630","140","0.17","81490","81820","81490","1341","109458490"
"2023/06/08","81490","-510","-0.62","81670","81770","81490","1785","145701240"
"2023/06/07","82000","230","0.28","82020","82020","81670","2996","245342870"
"2023/06/05","81770","-1130","-1.36","82890","82890","81440","2442","199931430"
"2023/06/02","82900","-480","-0.58","83380","83450","82900","2690","224014330"
"2023/06/01","83380","30","0.04","83370","83540","83200","903","75307540"
"2023/05/31","83350","1070","1.30","82630","83350","82630","1278","106070630"
"2023/05/30","82280","-620","-0.75","82700","82700","82260","4123","339717870"
"2023/05/26","82900","-400","-0.48","83000","83000","82650","2292","189827320"
"2023/05/25","83300","-350","-0.42","83000","83380","82990","1054","87584260"
"2023/05/24","83650","850","1.03","83000","83710","83000","1762","147255070"
"2023/05/23","82800","-840","-1.00","83570","83570","82630","4917","406991600"
"2023/05/22","83640","-210","-0.25","84100","84100","83560","7010","586633390"
"2023/05/19","83850","-880","-1.04","83960","83970","83660","3851","322572310"
"2023/05/18","84730","-720","-0.84","84920","85030","84730","11813","1002175310"
"2023/05/17","85450","-670","-0.78","86120","86120","85450","4477","383404180"
